age,dependents,employment_status,employment_years,monthly_income,monthly_expenses,credit_score,existing_loans,existing_emi,loan_amount,loan_term_months,interest_rate,property_value,savings_balance,missed_payments_last_year,bankruptcies,dti_ratio,requested_emi,total_emi_burden,savings_ratio,loan_to_income_ratio,approved
55,3,salaried,3.5,7555.0,3168.0,591,4,5716.0,90000.0,360,8.1,0.0,9291.0,3,0,1.1759,666.67,0.8448,-0.1759,0.9927,0
31,2,salaried,5.7,2912.0,2475.0,661,1,590.0,140900.0,36,9.7,202900.0,25751.0,0,1,1.0525,4526.63,1.7571,-0.0525,4.0322,0
54,0,freelancer,2.4,7651.0,4273.0,639,0,0.0,68000.0,120,8.2,0.0,170600.0,0,0,0.5585,832.23,0.1088,0.4415,0.7406,1
36,4,self_employed,13.5,3396.0,2116.0,812,0,0.0,82900.0,60,10.8,0.0,13892.0,2,0,0.6231,1794.19,0.5283,0.3769,2.0343,1
29,2,self_employed,4.3,6013.0,2087.0,668,2,2860.0,138700.0,120,13.8,286200.0,37633.0,1,0,0.8227,2136.9,0.831,0.1773,1.9222,0
52,1,freelancer,5.1,4608.0,1913.0,536,2,1924.0,192100.0,60,8.9,245900.0,37888.0,1,0,0.8327,3978.36,1.2809,0.1673,3.474,0
35,0,self_employed,12.5,5623.0,4780.0,627,4,5834.0,233200.0,36,7.3,327100.0,13342.0,0,0,1.5,7232.57,2.0,-0.5,3.456,0
32,0,salaried,10.1,3702.0,2307.0,693,1,234.0,89600.0,180,9.8,0.0,5750.0,0,0,0.6864,951.91,0.3203,0.3136,2.0169,1
53,1,retired,2.8,3055.0,2560.0,706,4,2179.0,30800.0,48,10.7,0.0,1830.0,1,0,1.5,791.56,0.9724,-0.5,0.8402,1
34,0,salaried,1.0,2398.0,2038.0,779,0,0.0,106900.0,240,10.0,150800.0,17224.0,3,0,0.8499,1031.61,0.4302,0.1501,3.7149,1
28,1,salaried,1.6,11168.0,9493.0,782,2,2569.0,296100.0,48,12.0,638900.0,47323.0,0,0,1.0801,7797.45,0.9282,-0.0801,2.2094,1
28,0,self_employed,3.0,3131.0,1748.0,638,2,1190.0,66500.0,60,13.3,0.0,7756.0,0,0,0.9384,1523.31,0.8666,0.0616,1.7699,0
47,2,freelancer,2.7,2067.0,1455.0,824,2,391.0,52000.0,180,10.9,0.0,11884.0,1,0,0.8931,587.77,0.4735,0.1069,2.0964,1
32,3,business_owner,0.7,14441.0,10244.0,559,2,7153.0,401000.0,84,9.8,848000.0,175902.26,0,0,1.2047,6615.71,0.9534,-0.2047,2.314,0
21,2,salaried,3.9,5625.0,2939.0,590,1,853.0,234500.0,12,17.3,440600.0,2024.0,2,0,0.6741,21420.91,2.0,0.3259,3.4741,0
63,2,freelancer,1.2,1500.0,1042.0,812,1,262.0,31600.0,48,7.6,0.0,7845.0,0,0,0.8693,765.53,0.685,0.1307,1.7556,1
60,4,freelancer,2.0,4322.0,2585.0,602,2,1155.0,31800.0,36,7.0,0.0,3626.0,0,0,0.8653,981.89,0.4944,0.1347,0.6131,0
62,2,salaried,9.8,4763.0,1941.0,753,0,0.0,172900.0,24,13.0,280100.0,30993.0,3,0,0.4075,8219.98,1.7258,0.5925,3.0251,1
31,1,salaried,4.6,3509.0,2632.0,601,3,1559.0,39000.0,12,11.4,0.0,10079.0,1,0,1.1944,3454.17,1.4287,-0.1944,0.9262,0
59,1,freelancer,3.3,3705.0,2526.0,564,4,3297.0,45800.0,60,11.3,0.0,33031.0,1,0,1.5,1002.67,1.1605,-0.5,1.0301,0
63,3,salaried,1.7,7893.0,3145.0,806,4,8224.0,175300.0,36,8.4,273300.0,9891.0,0,0,1.4404,5525.67,1.742,-0.4404,1.8508,1
51,0,salaried,12.6,7811.0,3873.0,668,0,0.0,450500.0,36,14.6,550800.0,27164.0,0,0,0.4958,15528.63,1.988,0.5042,4.8063,1
37,1,salaried,14.5,7751.0,3293.0,605,1,1611.0,148300.0,36,9.4,266700.0,3435.0,0,0,0.6327,4743.56,0.8198,0.3673,1.5944,1
53,2,salaried,4.9,6524.0,4819.0,731,0,0.0,208900.0,36,13.3,315900.0,45666.0,0,0,0.7387,7068.89,1.0835,0.2613,2.6684,1
52,2,salaried,15.8,2712.0,1619.0,647,1,745.0,134500.0,360,7.4,333300.0,3669.0,2,0,0.8717,931.25,0.6181,0.1283,4.1329,0
49,3,salaried,4.3,4857.0,2031.0,841,0,0.0,268800.0,48,9.3,505500.0,16472.0,0,0,0.4182,6727.46,1.3851,0.5818,4.6119,1
41,1,salaried,1.2,9676.0,4800.0,700,2,4650.0,260900.0,36,4.6,429900.0,40392.0,0,0,0.9766,7772.64,1.2839,0.0234,2.247,0
41,0,business_owner,0.6,25473.0,12823.0,691,1,4116.0,500000.0,48,5.6,1011400.0,107755.0,0,0,0.665,11651.04,0.619,0.335,1.6357,1
60,5,salaried,1.3,3002.0,1947.0,776,2,1479.0,123900.0,36,14.9,301000.0,10892.0,0,0,1.1412,4288.97,1.9214,-0.1412,3.4394,1
43,0,self_employed,6.3,1865.0,1426.0,819,0,0.0,100400.0,36,6.9,228900.0,15129.0,1,0,0.7646,3095.47,1.6598,0.2354,4.4861,1
26,0,retired,2.8,1500.0,768.0,755,1,234.0,68500.0,120,16.2,0.0,9305.0,3,0,0.668,1156.02,0.9267,0.332,3.8056,1
42,1,business_owner,6.8,14173.0,7968.0,605,1,2212.0,500000.0,12,12.3,709600.0,56219.0,0,2,0.7183,44494.6,2.0,0.2817,2.9399,0
58,3,salaried,4.8,5772.0,4906.0,674,1,984.0,340200.0,60,10.8,631800.0,6533.0,0,0,1.0204,7362.89,1.4461,-0.0204,4.9116,0
57,3,salaried,2.9,2977.0,2112.0,717,3,1270.0,54900.0,48,9.4,0.0,33395.0,0,0,1.136,1376.64,0.889,-0.136,1.5368,1
28,4,self_employed,2.0,5401.0,4104.0,622,0,0.0,182800.0,24,11.9,292500.0,13399.0,1,0,0.7599,8596.5,1.5916,0.2401,2.8205,0
61,0,business_owner,1.0,2257.0,1187.0,667,2,771.0,107500.0,24,7.4,249400.0,280.0,0,0,0.8675,4832.57,2.0,0.1325,3.9691,0
55,1,salaried,9.7,5828.0,4213.0,603,3,2644.0,225200.0,12,8.6,512400.0,13847.0,4,0,1.1766,19652.32,2.0,-0.1766,3.2201,0
31,1,salaried,10.8,4624.0,2979.0,708,0,0.0,44200.0,36,10.4,0.0,4944.0,0,0,0.6442,1434.52,0.3102,0.3558,0.7966,1
44,3,business_owner,5.2,17284.0,12637.0,712,2,6268.0,500000.0,48,3.5,694000.0,51476.0,3,0,1.0938,11178.0,1.0094,-0.0938,2.4107,0
41,1,salaried,1.5,15759.0,9566.0,672,1,1275.0,500000.0,48,9.7,730100.0,123076.0,0,0,0.6879,12609.38,0.881,0.3121,2.644,1
22,0,freelancer,2.3,2843.0,900.0,807,3,1225.0,34500.0,84,7.9,0.0,4928.0,0,0,0.7474,536.01,0.6194,0.2526,1.0113,1
60,2,freelancer,19.1,2712.0,997.0,651,1,409.0,96500.0,84,11.8,0.0,14641.0,0,0,0.5184,1693.18,0.7751,0.4816,2.9652,1
39,1,salaried,2.0,8386.0,2863.0,706,1,1473.0,151600.0,120,13.2,294100.0,39207.0,0,0,0.5171,2281.47,0.4477,0.4829,1.5065,1
59,2,salaried,0.9,11743.0,8517.0,651,1,678.0,357700.0,36,7.8,536400.0,703.0,0,1,0.783,11176.04,1.0095,0.217,2.5384,0
48,4,self_employed,5.3,2072.0,795.0,733,3,1638.0,104500.0,60,10.1,181700.0,19777.0,0,0,1.1742,2225.46,1.8646,-0.1742,4.2029,1
37,1,freelancer,2.3,2471.0,1198.0,675,2,373.0,59900.0,24,13.0,0.0,10101.0,1,0,0.6358,2847.76,1.3034,0.3642,2.0201,0
26,0,business_owner,19.4,5240.0,2497.0,782,3,1829.0,105500.0,36,10.0,252800.0,5378.0,0,0,0.8256,3404.19,0.9987,0.1744,1.6778,1
39,1,freelancer,5.6,2674.0,1419.0,772,2,1258.0,84100.0,180,8.1,0.0,7902.0,0,0,1.0011,808.57,0.7728,-0.0011,2.6209,1
58,1,salaried,20.8,4895.0,3932.0,805,1,461.0,245600.0,240,10.7,564000.0,172.99,0,0,0.8974,2485.1,0.6019,0.1026,4.1811,1
48,0,freelancer,9.7,6400.0,4147.0,737,1,1276.0,274000.0,180,12.9,412900.0,28960.0,0,0,0.8473,3448.75,0.7382,0.1527,3.5677,1
22,2,self_employed,8.2,9711.0,4401.0,757,1,1587.0,475600.0,84,12.5,1113500.0,75099.0,0,0,0.6166,8523.34,1.0411,0.3834,4.0813,1
58,0,self_employed,11.1,4517.0,1921.0,850,3,1338.0,56700.0,12,8.5,0.0,4023.0,0,0,0.7215,4945.36,1.391,0.2785,1.046,1
57,4,salaried,6.1,2549.0,1878.0,573,3,2058.0,18400.0,36,15.2,0.0,3460.0,0,0,1.5,639.65,1.0583,-0.5,0.6015,0
24,0,freelancer,0.6,5173.0,3621.0,614,2,2934.0,276100.0,24,16.7,368100.0,26846.0,0,0,1.2672,13611.24,2.0,-0.2672,4.4478,0
42,1,freelancer,3.5,3049.0,2138.0,515,0,0.0,129100.0,24,8.3,315100.0,33371.0,0,1,0.7012,5856.52,1.9208,0.2988,3.5285,0
46,1,self_employed,2.0,7351.0,5753.0,807,2,2658.0,329200.0,36,12.1,535300.0,3391.0,1,0,1.1442,10949.88,1.8512,-0.1442,3.7319,1
63,3,business_owner,3.9,15554.0,13221.0,658,0,0.0,500000.0,240,12.0,1018200.0,77201.0,0,0,0.85,5505.43,0.354,0.15,2.6788,1
56,1,salaried,4.3,6161.0,3107.0,738,0,0.0,330800.0,48,8.7,403300.0,34104.0,0,0,0.5043,8184.93,1.3285,0.4957,4.4744,1
33,3,salaried,1.3,1500.0,905.0,766,1,158.0,17899.0,36,9.3,0.0,2126.0,1,0,0.7087,549.36,0.4716,0.2913,0.9556,1
52,3,self_employed,0.6,22111.0,10279.0,759,2,4724.0,139800.0,360,9.7,244500.0,175902.26,5,0,0.6785,1195.97,0.2677,0.3215,0.5269,1
37,4,retired,1.4,3641.0,1928.0,515,4,3455.0,49000.0,360,8.8,0.0,172.99,0,0,1.4784,387.23,1.0553,-0.4784,1.1215,0
61,3,salaried,12.2,4639.0,2264.0,693,1,512.0,146600.0,36,10.6,348300.0,44533.0,0,0,0.5984,4771.77,1.139,0.4016,2.6335,1
56,0,salaried,9.0,3311.0,2646.0,626,0,0.0,86000.0,48,8.8,0.0,25283.0,0,0,0.7992,2131.96,0.6439,0.2008,2.1645,1
39,3,retired,10.1,1500.0,682.0,667,3,583.0,62800.0,36,3.5,0.0,21991.0,0,0,0.8433,1840.17,1.6154,0.1567,3.4889,1
55,4,business_owner,2.4,5638.0,4126.0,514,0,0.0,306300.0,84,9.0,557200.0,18469.0,0,1,0.7318,4928.08,0.8741,0.2682,4.5273,0
60,5,business_owner,2.1,4143.0,1460.0,625,0,0.0,103300.0,120,4.5,209100.0,10903.0,0,0,0.3524,1070.58,0.2584,0.6476,2.0778,1
48,0,salaried,0.7,3808.0,2996.0,728,1,528.0,66100.0,48,7.8,0.0,35841.0,0,0,0.9254,1607.5,0.5608,0.0746,1.4465,1
21,2,business_owner,4.3,18313.0,5683.0,695,0,0.0,500000.0,180,10.8,927400.0,17655.0,0,0,0.3103,5620.35,0.3069,0.6897,2.2753,1
62,0,self_employed,3.4,3371.0,2249.0,838,4,4041.0,186000.0,24,11.1,361000.0,2676.0,0,0,1.5,8677.7,2.0,-0.5,4.598,1
38,1,self_employed,11.3,6240.0,1560.0,607,1,1787.0,95800.0,24,14.0,0.0,5370.0,5,0,0.5364,4599.63,1.0235,0.4636,1.2794,1
60,3,salaried,7.4,5740.0,2848.0,549,2,1599.0,103800.0,60,12.6,134000.0,29756.0,0,0,0.7747,2340.57,0.6863,0.2253,1.507,0
53,5,freelancer,1.4,3289.0,1840.0,677,2,1686.0,127700.0,36,13.9,268100.0,26115.0,0,1,1.0721,4358.28,1.8377,-0.0721,3.2355,0
32,2,salaried,26.6,5762.0,3604.0,530,3,3952.0,341200.0,240,6.2,585400.0,43879.0,3,0,1.3114,2483.99,1.117,-0.3114,4.9346,0
28,3,salaried,9.3,6555.0,4782.0,809,4,5648.0,304000.0,36,8.1,503500.0,6423.0,0,0,1.5,9540.29,2.0,-0.5,3.8647,1
44,0,self_employed,8.1,1500.0,574.99,716,0,0.0,35300.0,60,10.5,0.0,1952.0,3,0,0.368,758.73,0.5058,0.632,1.9611,1
36,0,salaried,2.0,6543.0,2647.0,677,1,1806.0,343800.0,24,9.4,677300.0,37372.0,0,0,0.6806,15769.59,2.0,0.3194,4.3787,1
24,2,salaried,14.6,5593.0,1655.0,579,2,2051.0,291400.0,60,8.2,616900.0,6646.0,1,0,0.6626,5936.47,1.4281,0.3374,4.3417,0
58,1,salaried,4.4,9433.0,6526.0,680,0,0.0,294600.0,48,12.2,491800.0,41733.0,2,0,0.6918,7786.91,0.8255,0.3082,2.6026,0
64,4,freelancer,2.6,3230.0,2262.0,475,2,682.0,59100.0,360,11.1,0.0,10659.0,0,0,0.9115,567.29,0.3868,0.0885,1.5248,0
47,1,salaried,6.9,5669.0,1629.0,796,1,982.0,116700.0,36,5.8,240200.0,16622.0,2,0,0.4606,3539.67,0.7976,0.5394,1.7155,1
29,1,freelancer,1.9,2539.0,916.0,642,1,441.0,107900.0,120,7.2,259700.0,17492.0,0,1,0.5345,1263.96,0.6715,0.4655,3.5414,0
36,2,freelancer,14.8,2881.0,1219.0,746,0,0.0,60700.0,48,6.5,0.0,3247.0,2,0,0.4231,1439.5,0.4997,0.5769,1.7558,1
32,1,freelancer,12.1,1745.0,1396.0,717,0,0.0,89600.0,48,10.2,0.0,12335.0,0,0,0.8,2281.1,1.3072,0.2,4.2789,1
51,4,self_employed,4.3,5010.0,2888.0,655,3,1549.0,240600.0,48,4.2,457700.0,2406.0,3,0,0.8856,5454.08,1.3978,0.1144,4.002,0
44,1,freelancer,1.8,2430.0,2066.0,564,2,833.0,25800.0,60,11.0,0.0,1521.0,1,0,1.193,560.95,0.5736,-0.193,0.8848,0
34,1,salaried,4.6,5894.0,3810.0,596,0,0.0,52600.0,36,10.6,0.0,354.0,1,0,0.6464,1712.11,0.2905,0.3536,0.7437,0
45,3,salaried,1.5,2148.0,1551.0,547,2,720.0,46400.0,120,5.8,0.0,935.0,0,0,1.0573,510.49,0.5729,-0.0573,1.8001,0
54,1,freelancer,2.4,3467.0,1227.0,672,1,796.0,117600.0,60,9.1,224600.0,508.0,0,0,0.5835,2446.89,0.9354,0.4165,2.8267,1
23,3,retired,4.5,1938.0,1112.0,562,1,297.0,18400.0,120,9.1,0.0,1005.0,0,0,0.727,234.08,0.274,0.273,0.7912,0
44,0,salaried,0.6,2574.0,2188.0,829,0,0.0,52100.0,12,12.4,0.0,5372.0,0,0,0.85,4638.78,1.8022,0.15,1.6867,1
62,0,self_employed,9.2,3982.0,1564.0,750,4,1396.0,117900.0,36,12.3,158000.0,5693.0,0,0,0.7433,3932.88,1.3382,0.2567,2.4674,1
29,5,retired,1.8,2391.0,1780.0,772,1,137.0,121900.0,84,6.9,209000.0,4488.0,0,0,0.8018,1833.84,0.8243,0.1982,4.2486,1
46,3,business_owner,12.6,2201.0,1241.0,629,2,345.0,123800.0,60,12.7,150800.0,2166.0,0,0,0.7206,2797.85,1.4279,0.2794,4.6873,1
40,1,salaried,0.6,14147.0,11848.0,697,0,0.0,500000.0,60,11.3,635600.0,57922.0,0,0,0.8375,10946.17,0.7737,0.1625,2.9453,0
60,2,self_employed,5.1,24329.0,16188.520000000011,614,3,12907.0,500000.0,12,11.4,646600.0,46576.0,0,0,1.2062,44284.17,2.0,-0.2062,1.7126,0
30,4,salaried,9.5,5777.0,3601.0,633,1,1330.0,288200.0,24,11.0,488000.0,452.0,3,0,0.8536,13432.38,2.0,0.1464,4.1573,0
39,0,freelancer,2.1,3115.0,1560.0,772,1,176.0,138300.0,48,8.4,213800.0,1444.0,0,0,0.5573,3402.33,1.1487,0.4427,3.6998,1
23,0,salaried,7.9,5295.0,2977.0,680,0,0.0,147900.0,60,8.8,365700.0,1251.0,4,0,0.5622,3055.82,0.5771,0.4378,2.3277,1
44,2,freelancer,8.2,5397.0,3355.0,732,4,3825.0,312000.0,12,10.1,408800.0,2244.0,2,0,1.3304,27444.27,2.0,-0.3304,4.8175,0
25,0,retired,6.6,1862.0,1425.0,690,3,1622.0,49500.0,84,13.6,0.0,4520.0,1,0,1.5,916.73,1.3634,-0.5,2.2154,0
23,0,retired,3.2,3274.0,2198.0,684,0,0.0,35100.0,84,12.6,0.0,31577.0,0,1,0.6714,630.93,0.1927,0.3286,0.8934,1
47,4,business_owner,9.7,2378.0,1746.0,678,1,438.0,116600.0,36,10.2,163600.0,172.99,0,0,0.9184,3773.31,1.7709,0.0816,4.0861,0
36,0,salaried,6.4,4236.0,1402.0,775,4,3225.0,167000.0,240,9.2,342500.0,3943.0,3,0,1.0923,1524.09,1.1211,-0.0923,3.2853,0
35,3,salaried,5.9,7933.0,4849.0,621,0,0.0,390100.0,84,12.1,794800.0,58165.0,0,2,0.6112,6907.21,0.8707,0.3888,4.0979,0
55,2,self_employed,10.8,5267.0,3846.0,647,0,0.0,264500.0,24,10.7,523400.0,12427.0,0,0,0.7302,12290.97,2.0,0.2698,4.1849,0
32,2,self_employed,2.2,12318.0,9212.0,627,0,0.0,108800.0,48,5.3,170500.0,8286.0,4,0,0.7478,2520.4,0.2046,0.2522,0.7361,0
61,2,salaried,2.1,8774.0,3025.0,708,2,3332.0,418100.0,36,4.0,993600.0,11529.0,1,0,0.7245,12343.98,1.7866,0.2755,3.971,1
64,1,salaried,3.4,3811.0,3095.0,708,0,0.0,129300.0,60,7.1,196200.0,20901.0,3,0,0.8121,2566.4,0.6734,0.1879,2.8273,1
46,0,business_owner,1.0,5742.0,3842.0,614,3,1634.0,272400.0,24,11.2,568300.0,11372.0,0,0,0.9537,12721.28,2.0,0.0463,3.9533,0
54,0,business_owner,3.0,4836.0,2674.0,732,0,0.0,275200.0,24,10.4,474200.0,16378.0,1,0,0.5529,12749.95,2.0,0.4471,4.7422,1
43,3,salaried,3.6,14889.0,11820.0,772,0,0.0,500000.0,84,11.4,1191900.0,125903.0,1,0,0.7939,8666.74,0.5821,0.2061,2.7985,1
51,0,salaried,4.6,9189.0,3780.0,850,2,1572.0,392900.0,60,7.4,925500.0,17247.0,0,0,0.5824,7854.25,1.0258,0.4176,3.5631,1
40,0,self_employed,2.3,7368.0,4969.0,637,1,1680.0,300500.0,60,10.9,454500.0,619.0,2,0,0.9024,6518.62,1.1127,0.0976,3.3987,0
32,5,business_owner,14.7,12680.0,9057.0,684,0,0.0,173100.0,24,10.7,303700.0,24327.0,0,0,0.7143,8043.73,0.6344,0.2857,1.1376,1
43,5,self_employed,2.5,5665.0,3341.0,627,0,0.0,160000.0,12,8.6,215000.0,20848.0,0,2,0.5898,13962.58,2.0,0.4102,2.3536,0
24,1,retired,11.9,2301.0,1251.0,712,0,0.0,76500.0,36,12.5,0.0,2839.0,1,0,0.5437,2559.2,1.1122,0.4563,2.7705,1
43,0,freelancer,4.0,1854.0,827.0,773,1,342.0,88900.0,360,14.0,0.0,22640.0,0,0,0.6305,1053.35,0.7526,0.3695,3.9959,1
21,3,retired,8.1,4064.0,2930.0,741,4,2292.0,204100.0,60,10.2,455400.0,1275.0,0,0,1.2849,4356.63,1.636,-0.2849,4.1851,0
45,3,freelancer,1.2,3688.0,1186.0,841,3,3266.0,175600.0,36,16.4,403500.0,8199.0,0,0,1.2072,6208.31,2.0,-0.2072,3.9678,0
22,0,business_owner,5.2,9882.0,5425.0,686,0,0.0,500000.0,36,12.1,1077300.0,38801.0,4,0,0.549,16631.05,1.683,0.451,4.2164,0
50,0,business_owner,19.9,4094.0,2677.0,723,2,1992.0,34700.0,84,6.1,0.0,13619.0,3,0,1.1404,508.58,0.6108,-0.1404,0.7063,1
23,3,salaried,7.1,7959.0,6741.0,564,1,1771.0,260300.0,360,9.7,516600.0,93099.0,0,0,1.0695,2226.83,0.5023,-0.0695,2.7254,0
41,4,salaried,10.8,4174.0,2257.0,784,1,346.0,220500.0,48,9.8,376000.0,12691.0,0,0,0.6236,5571.29,1.4177,0.3764,4.4023,1
45,3,business_owner,2.3,13430.0,9945.0,642,1,2721.0,156000.0,36,12.0,192700.0,7308.0,0,1,0.9431,5181.43,0.5884,0.0569,0.968,0
40,0,salaried,10.2,9549.0,6988.0,670,3,5190.0,416700.0,60,9.6,502100.0,75463.0,5,1,1.2753,8771.85,1.4621,-0.2753,3.6365,0
42,1,salaried,3.1,5309.0,2970.0,698,0,0.0,120400.0,60,13.3,262200.0,39771.0,0,0,0.5594,2758.0,0.5195,0.4406,1.8899,1
41,2,business_owner,4.5,7527.0,3225.0,797,2,1970.0,324900.0,24,7.3,773300.0,64085.0,0,0,0.6902,14590.84,2.0,0.3098,3.5971,1
53,0,business_owner,1.7,6056.0,5148.0,753,1,949.0,195800.0,60,13.0,333500.0,9644.0,2,0,1.0068,4455.05,0.8923,-0.0068,2.6943,0
58,0,salaried,4.5,10174.0,7770.0,750,3,2995.0,86000.0,48,16.3,0.0,138263.0,2,0,1.0581,2450.5,0.5352,-0.0581,0.7044,1
35,1,self_employed,4.9,10832.0,5906.0,637,0,0.0,500000.0,180,12.5,781700.0,65644.0,0,0,0.5452,6162.61,0.5689,0.4548,3.8466,0
35,2,self_employed,6.3,7528.0,2534.0,642,0,0.0,240400.0,36,10.6,567000.0,32506.0,1,0,0.3366,7824.93,1.0394,0.6634,2.6612,1
45,2,salaried,12.7,4546.0,2545.0,825,3,3194.0,50600.0,24,6.6,0.0,17230.0,0,0,1.2624,2256.33,1.1989,-0.2624,0.9276,1
41,3,business_owner,2.7,3381.0,1070.0,600,3,2431.0,113700.0,36,14.6,196300.0,19402.0,3,0,1.0355,3919.21,1.8782,-0.0355,2.8024,0
44,3,freelancer,25.4,2460.0,1304.0,676,2,347.0,84300.0,48,12.6,0.0,2221.0,1,0,0.6711,2244.86,1.0536,0.3289,2.8557,1
25,4,retired,11.8,2377.0,2020.0,621,0,0.0,17899.0,48,13.1,0.0,18125.0,0,0,0.8498,403.16,0.1696,0.1502,0.5259,1
26,3,salaried,3.6,2820.0,2234.0,850,2,1530.0,125300.0,12,6.1,273800.0,5011.0,0,0,1.3348,10789.88,2.0,-0.3348,3.7027,1
63,1,salaried,2.0,5524.0,4695.0,670,2,1970.0,45900.0,84,8.1,0.0,30727.0,0,0,1.2066,717.7,0.4865,-0.2066,0.6924,1
64,1,business_owner,0.9,3108.0,2065.0,625,1,396.0,133700.0,12,13.5,264500.0,16547.0,0,0,0.7918,11973.11,2.0,0.2082,3.5848,0
43,2,salaried,2.1,3801.0,1941.0,718,1,226.0,119900.0,180,10.3,198500.0,172.99,0,0,0.5701,1310.55,0.4042,0.4299,2.6287,1
24,0,salaried,13.5,6143.0,4945.0,756,0,0.0,288600.0,36,10.4,636500.0,23016.0,0,0,0.805,9366.6,1.5248,0.195,3.915,1
47,4,retired,2.6,2337.0,800.0,524,0,0.0,95500.0,240,11.3,0.0,4858.0,0,0,0.3423,1005.31,0.4302,0.6577,3.4054,1
38,0,business_owner,1.4,8184.0,5005.0,600,1,758.0,124400.0,36,7.6,306500.0,11504.0,0,0,0.7042,3875.33,0.5661,0.2958,1.2667,0
41,1,self_employed,0.6,8216.0,4250.0,809,1,1755.0,274500.0,48,9.4,618300.0,56455.0,0,0,0.7309,6883.2,1.0514,0.2691,2.7842,1
48,2,self_employed,2.6,1500.0,649.0,456,1,450.0,80300.0,36,8.4,0.0,257.0,0,0,0.7327,2531.15,1.9874,0.2673,4.4611,0
55,2,salaried,2.0,3323.0,1438.0,607,1,379.0,23200.0,12,12.1,0.0,16906.0,0,0,0.5468,2062.38,0.7347,0.4532,0.5818,0
42,2,retired,1.1,2147.0,687.0,674,4,732.0,85500.0,48,16.1,0.0,566.0,2,1,0.6609,2427.48,1.4716,0.3391,3.3186,0
60,2,business_owner,18.6,7479.0,2707.0,734,4,1754.0,189600.0,60,7.8,386800.0,37717.0,2,0,0.5965,3826.28,0.7461,0.4035,2.1126,1
43,0,salaried,2.4,2647.0,1342.0,672,3,1650.0,158400.0,12,15.8,190100.0,6817.0,2,0,1.1303,14356.78,2.0,-0.1303,4.9868,0
23,0,salaried,0.5,4113.0,1558.0,758,1,705.0,106400.0,36,8.5,221900.0,5700.0,1,0,0.5502,3358.79,0.988,0.4498,2.1558,1
60,4,business_owner,17.8,1500.0,836.0,639,4,1144.0,52000.0,36,11.0,0.0,2463.0,0,0,1.32,1702.41,1.8976,-0.32,2.8889,0
30,1,salaried,5.7,3068.0,1552.0,784,0,0.0,70800.0,36,9.4,0.0,16477.0,1,0,0.5059,2264.62,0.7381,0.4941,1.9231,1
45,1,retired,1.0,4301.0,1319.0,598,1,829.0,244700.0,60,11.5,532200.0,2536.0,1,1,0.4994,5381.59,1.444,0.5006,4.7411,0
28,1,retired,0.7,1879.0,926.0,685,0,0.0,72100.0,12,5.9,0.0,487.0,3,0,0.4928,6202.08,2.0,0.5072,3.1976,1
31,0,business_owner,1.2,17219.0,14636.0,609,4,4852.0,484200.0,84,12.7,1155400.0,56645.0,1,0,1.1318,8729.77,0.7888,-0.1318,2.3433,0
25,2,freelancer,5.9,3968.0,3373.0,653,1,442.0,236400.0,48,15.0,408500.0,2236.0,0,1,0.9614,6579.19,1.7695,0.0386,4.9647,0
57,2,self_employed,0.9,15366.0,6740.0,770,4,7296.0,500000.0,120,8.1,1157800.0,4792.0,2,0,0.9134,6092.83,0.8713,0.0866,2.7116,1
58,3,salaried,5.5,5879.0,1998.0,752,1,1283.0,225200.0,60,12.9,406900.0,37439.0,0,0,0.5581,5112.47,1.0878,0.4419,3.1922,1
49,2,freelancer,6.8,5860.0,4146.0,690,1,473.0,61900.0,360,11.0,0.0,28752.0,1,0,0.7882,589.49,0.1813,0.2118,0.8803,1
25,0,salaried,1.5,9309.0,2327.0,817,2,3816.0,270300.0,36,9.3,534200.0,20190.0,2,0,0.6599,8633.26,1.3373,0.3401,2.4197,1
29,1,self_employed,4.5,3149.0,2157.0,478,2,403.0,70000.0,60,5.1,0.0,21399.0,0,0,0.813,1324.2,0.5485,0.187,1.8524,0
22,0,salaried,20.4,4342.0,2656.0,764,0,0.0,198500.0,120,8.0,357400.0,17086.0,1,0,0.6117,2408.35,0.5547,0.3883,3.8097,1
21,0,salaried,11.4,5029.0,2771.0,769,0,0.0,126100.0,24,10.3,210500.0,14022.0,0,0,0.551,5836.35,1.1605,0.449,2.0895,1
60,1,salaried,8.2,2986.0,1839.0,844,1,592.0,30900.0,24,8.4,0.0,3116.0,3,0,0.8141,1403.17,0.6682,0.1859,0.8624,1
50,1,business_owner,4.9,14880.0,7672.0,665,0,0.0,271700.0,48,13.4,460500.0,19185.0,0,0,0.5156,7343.09,0.4935,0.4844,1.5216,1
31,2,salaried,3.5,2638.0,1101.0,513,2,795.0,133100.0,240,9.5,258600.0,5292.0,1,0,0.7187,1240.67,0.7717,0.2813,4.2046,0
48,3,salaried,4.1,9960.0,3804.0,657,0,0.0,500000.0,240,3.8,692400.0,49677.0,0,2,0.3819,2977.47,0.2989,0.6181,4.1834,1
64,4,salaried,9.2,7696.0,3613.0,769,1,1850.0,295000.0,60,7.4,737200.0,31694.0,0,1,0.7098,5897.19,1.0067,0.2902,3.1943,1
32,3,salaried,5.3,6710.0,5147.0,665,3,2102.0,87200.0,180,12.2,0.0,11016.0,0,0,1.0803,1057.79,0.4709,-0.0803,1.083,1
59,0,business_owner,9.2,8551.0,4067.0,621,1,1008.0,159600.0,36,11.1,242200.0,109395.0,4,0,0.5935,5232.66,0.7298,0.4065,1.5554,0
